0.5963392	0.5974876	0.1580559	-0.407883
-0.02198659	-0.5330634	-0.6501276	-0.4374
-0.5970648	-0.3510537	0.2070977	0.6398324
0.3198359	0.7307688	0.5348621	0.1747904
0.4315762	-0.03020197	-0.4384854	-0.7556384
-0.5590358	-0.664833	-0.3175368	0.1705924
-0.1431064	0.348247	0.6222717	0.5830559
0.6147376	0.4939815	-0.02515388	-0.5206274
-0.1684598	-0.5759743	-0.638487	-0.3525234
-0.5725343	-0.1725066	0.3075644	0.6677434
0.4161731	0.7133371	0.4992762	0.02087019
0.3695747	-0.09682528	-0.5326054	-0.6807055
-0.5260444	-0.697465	-0.3253696	0.1244288
-0.1685372	0.2654352	0.543685	0.600926
0.6139033	0.5595852	0.08811557	-0.4393937
-0.0750345	-0.5940803	-0.6083279	-0.4619894
-0.5818885	-0.3425137	0.2355509	0.6839126
0.376016	0.7328394	0.5379642	0.130285
0.4358013	-0.02874211	-0.4965477	-0.7355568
-0.5616412	-0.7516196	-0.2911463	0.2306564
-0.1473349	0.392086	0.6086524	0.6624876
0.6415372	0.479682	-0.05177737	-0.5203426
-0.1550133	-0.6043284	-0.6314535	-0.3745123
-0.5314919	-0.1907301	0.33528	0.7431775
